,id,message,original,genre,Priority
12444,14767,car stay outside storm grandma hides car garage repo people tf,,social,1
12445,14768,home time depressed eagles storm fantastic,,social,1
12446,14769,gamestop cancelled midnight release hurricane whatfirst irene sandy,,social,1
12447,14770,getting home plan leaving storm,,social,2
12448,14771,hope hurricane kind enough take away it,,social,2
12449,14772,getting emergency provisions sandy growler station http t co kjxj t bhurricane sandy lmfaoooo http t co bpucatjf,,social,1
12450,14773,even hurricane season y allsitting carrollpark mocha latte smithcanteen enjoying calm storm sandyeveryone please stay inside safe hurricane praying us ct ny nj keep pets safe too sandy,,social,1
12451,14774,running away sandy john f kennedy international airport jfk w others pic http t co cprpg uv,,social,1
12452,14775,sooo cold hurricanes suppose tropical things,,social,2
12453,14776,mass transit suspended starting tonight schools closed tomo etc stay safe everyone hoping sandy eases time gets herefor storm information call local equivalent unless emergency hurricanesandy,,social,1
12454,14777,there s hurricane coming school tomorrow maybe tuesday,,social,2
12455,14778,waiting day hurricane samantha soclose,,social,1
12456,14779,hurricane madness grocery store http t co wvoicmhi,,social,1
12457,14780,awesome sign ivybakery weather sandy hurricane doom nyc bakery apocolypse stockupo ivy bakery http t co dpmp ad finally gov christie address jersey hurricane,,social,1
12458,14781,public service announcement hurricane comes repeat any dub come mi casa smoke hideoutwe going open tonight dinner service however open monday oct th due storm sandy ughh feel storm coming bitch sandy lela smh need release anger nd stress,,social,1
12459,14782,operation get fuck new york storms get along beer bottle jack bottle rum couple bottles vodka i m prepared hurricane sandy,,social,1
12460,14784,sandy scared nyers park central park strangers gate http t co iv bem ylmfaooo shit got dying xhurricanesandy ima pick da basic bitches blow dem canada fucking sandy bitch ass fucked plans grrrrr,,social,1
12461,14785,canceled flight where s hurricane party at hurrrlcanesandy twerkin tha east coast jaimeskyeesandy shutting subway daaamn gurrrl,,social,1
12462,14786,ytimes east coast prepares storm s arrival http t co mrwxldsnleaving nyc sandy arrival port authority bus terminal http t co igjggktf,,social,1
12463,14787,edr leaves amazing driving hutch route ct we ll see sandy blows awayi honestly dont think hurricane thing anything,,social,1
12464,14788,evacuating geared minimal supplies tempting fate sandy anyone needs shelter i ll here i happy school tomorrow thnx sandy,,social,1
12465,14790,working irene cost good pair shoes sacrifice another sandy oldsneakers,,social,1
12466,14791,dear microsoft windows phone team tomorrow better great bc wife home w storm amp house full kids w school going kill,,social,1
12467,14792,tree falls car hurricane get car choice within reason haha letthemtreesfall,,social,1
12468,14794,auntie em auntie em frankenstorm apocalypse hurricane sandy w others http t co opvl s,,social,1
12469,14795,thank god need fridge cupcakecrewnyc frankenstorm,,social,1
12470,14796,girl sandy canceled school us love lt i wanna get stormed boyfriend cuddle nightit would ratchet bitches go storm trying find something eatwho ever names hurricanes obviously needs know sandy katrina irene sound like sweet nameshere s another one lol hurricane sandy ny preparation w others http t co uaiuuccg,,social,1
12471,14797,idc there s hurricane omw work tomorrow mom drive me put rainboots walk really hoping storm wont bad cause ain t nobody got time power outages ughh,,social,1
12472,14798,ctfu ahurricanesandy dis bitch waz walking dog blew da lil nigga da street chasin lmao youaintboutdislife forgot chili powder man hate place even hurricane panic mode shoprite http t co zmyilk d,,social,1
12473,14799,lots carts like going door hurricane sandy northhaven home depot http t co gdpvkxk,,social,1
12474,14800,hurricanesandy ain t got shit wicked witch north salem realtalkbeen key food million people there waited check half hour shock sandy,,social,1
12475,14801,sandy wtf happen cocktails bleu violin http t co kkpa vymthe hurricane even started yet i m already getting rescue calls really think good idea take jetski out,,social,1
12476,14802,flights getting cancelled due frankenstorm east coast reacting storm category peoplewent pharmacy pick last minute stuff condom isle empty water isle so thats stormpersonal storm shelter lol http t co vllagk chipotle closed bar bryant park closed i m leaving damn city thankssandyshe huffed puffed blew house down sandy idareyoudude im actually terrified storm im making best dave mallet hoboken hurricane survival kit kettle jamo pack solos sandy ready ya bring on got this staying brandon storm lol we re gunna kill before storm mta subway houston st http t co rvnvosnvleg day sandy hits life health amp fitness http t co h uzphgexcites spend stormy times second fam beraardesco blairberardesco,,social,1
12477,14805,place pretty empty considering storm warning guess asians worried asian food market http t co lw p logot last case water wholefoods winning hurricanesandy khushkirpalani hiralcp karishmer,,social,1
12478,14807,storm hitting us directly hole go,,social,3
12479,14808,remember evacuate apartment hurricane neither i,,social,1
12480,14810,ru newark never cancels anything care hurricanes typhoons snow storms columbus day etc overit nocancellations rt nathali lmfao cleevycleeve really thinks makes better arepas me i ll go buy masa we re hurricane watch hurricane prep sandy frankenstorm kmart w others https t co tmncuzfethree two one comes hurricane baby remember could stay safe everyone sandy tweet saves life forget sandy guys going ride storm coleman playground skatepark http t co g cc fdprelax everybody we re gonna get storm together suavemarci storm ultimately blowing mines i m mad sl can t nothing days stay inna housenothing left croutons frankenstorm sandy d agostino s w others pic http t co hvjpmrlf uofsc sending prayers nycgamecocks dcgamecocks gamecocks sandy s path stay safe strongyankeegamecocks,,social,1
12481,14813,heard sandy twerkin new jersey already,,social,2
12482,14814,ames yammouni good morning please pray usa east coast fans like horrible hurricane hitting us soon,,social,2
12483,14815,boro bubbakoos still open squan slacking sandy point pleasant bubbakoos http t co jlva ayr,,social,1
12484,14816,i ve unlocked history badge red cross hurricane app http t co xr zlxvo http t co jfd bkx,,social,1
12485,14817,hoping praying get outta storm hits else i m gonna stuck jersey till thursday hurricanesandyempty racks wine store new yorkers obviously right pre storm priorities pic http t co xl qtovlsandy hates new york kerrymaylouise idea maybe later week they ve cancelled flights hurricane last til tuesday least,,social,1
12486,14818,omg interception touchdown giants invading dallas like sandyit s gona fun taking dog bathroom hurricane haha cantwait crazy sandy,,social,1
12487,14819,hdr photo new york city hurricane sandy http t co bmerojtb,,social,1
12488,14820,past couple hurricanes clutch last year got time preseason midterms pushed back very quiet live wondering going repeat irene real deal sandy frankenstorm jayra,,social,1
12489,14821,local overpriced organic bodega people line buying kale chips im pretty sure wont survive hurricanesandy,,social,1
12490,14824,fucks wit sandy nyc subway system prepping shut minutes sandy sandyny http t co dk htpn,,social,1
12491,14825,frankenoreastercanesandy poverty beach http t co pzgovmx,,social,1
12492,14826,eighannelovely good getting ready sandy you prepared,,social,3
12493,14827,calm storm heading home making election calls ready hunker hey together http t co hlxlrzvafinal pre hurricane hurrah the tippler http t co ksenqkjbthe line planes get jfk hurricanesandy comes http t co drkshxnggo away sandy r cooking serving eating drinking tonight come barbuto http t co ezmoycsfrt breakingnyc hurrigeddon ultimate hurricane sandy dining guide nyc http t co nbmhso via http t co u f hq,,social,1
12494,14828,cue leave little sooner think i m getting new york bring sandy http t co u klxfoe,,social,1
12495,14829,long afrankenstorm keeps tweeting i m officially set bitch,,social,2
12496,14830,goodbye pier sandy ocean grove fishing pier http t co vwolyhaj,,social,1
12497,14831,last meal storm chit chat diner w others pic http t co owc wxprin case sign tip off high winds coming sandy frying pan http t co c u qqdlong due pampering hurricanesandy athena s nails http t co m b fqb,,social,1
12498,14833,want storm hit excitement,,social,1
12499,14835,rickywussup fuckit tryna party tonight sippin hurricanes hurricane,,social,1
12500,14837,canceled flight frankenstorm supplies cookie dough gourmet fresh http t co wbiqkj lucillekid bit windy im fucking loving whole hurricane shit,,social,1
12501,14839,i m hurricane long lose power cable internet twcsucks,,social,1
12502,14841,ssassinscreed getting game oct th even break canoe hurricane sandyfuck sandy wanna cuddle w boyfriend cannot wait storm come go everyone shut fuck srslynew,,social,1
12503,14842,frankenstorm coming frankenstorm coming alive hurricanesandy sandy,,social,1
12504,14843,hurricane sandy tweets killing ahahahauauahahahahahaahthe city never sleeps asleep except people walking streets suitcases strange sandy nyc nyc sandy alert nothing going time stay tuned,,social,1
12505,14844,hurricane party rachelabramczyk dogsofintagram casesofwine giantsgame http t co secgcl qbring frankenstorm nofilter carl schurz park http t co jjnrimjf,,social,1
12506,14845,hejakattack tomorrow sandy queens ny http t co ayhwnslbring sandy gucc chea,,social,1
12507,14846,getting ready hurricane jersey shore wild couple days billsmafia,,social,2
12508,14847,okay admit weather reports spooked even breeze seems ominous sandy dogwalk,,social,1
12509,14848,calm storm hurricane sandy central jersey bank http t co byipbou safety advisory watching bio dome showtime destructive mind hurricane sandy paulyshore,,social,1
12510,14849,last supper sandy arrives van horn sandwich shop http t co uyfjfn onceabc soon walkingdead amc great tv night thanks sandy blowin yet,,social,1
12511,14850,hurricane must real nyc starbucks closed tomorrow frankenstorm,,social,1
12512,14852,shell gas sandy shell gas station pic http t co j ewplnq,,social,1
12513,14854,frankenstormapocalypse times square w others pic http t co wonrtrw,,social,1
12514,14855,hurricane sandy coming hear wind outside,,social,1
12515,14856,frankenstorm coming time batten hatches and move work three days http t co srtfkhtgwell work today stuck home storm anyway good time cozy little residence http t co dl s feq,,social,1
12516,14857,intoinc bullseye hit ny harbor storm surge ft water flood subways us seen anything like ny zangschwag jeremylevart happened sandyhandy,,social,1
12517,14859,psa unless hand grinder awesome generator prudent don t forget grind coffee tonight hurricanesandy,,social,1
12518,14860,reasons hurricanesandy nyc associated supermarket http t co ugjyxyx,,social,1
12519,14862,can t wait hurricane weird,,social,2
12520,14863,bread courtesy sandy newyorkcity nyc ny instagramnyc iphoneography iphonesia ig i key food http t co zh qmfn,,social,1
12521,14865,spca made sure doggie manhattan emergency stash food frankenstorm hurricanesandy food http t co ldcymlgdi got reese s mini muffins amp water i m set sandy so hurricane festivities chillin mi hermano,,social,1
12522,14866,sunday night pm brooklyn ny dumbo sandy at brooklyn spot vid http t co z i vnbui ve realized unliterary frankenstorm reference actually is oh no scientist,,social,1
12523,14867,fckn windy sandyiscoming leaqsunshine singing national anthem iceland li ronald mcdonald house fundraiser whathurricane http t co waaff mp,,social,1
12524,14869,waiting sandy don juan s square http t co jsr iy avidmarxist love hurricanes,,social,1
12525,14871,i m gonna use storm catch school work frankenstorm bringing nyers together frankenstorm apocalypse hurricane sandy w harlemvoice http t co n ys gl,,social,1
12526,14873,lmao frankenstorm apocalypse hurricane sandy w masterjao http t co ai hmf y,,social,1
12527,14874,hoping amp praying storm isnt bad looks crossing fingers mimosas fire fam sandy stephens residence http t co rhvgav jhurricane party let s blog bitch sandy http t co q d skj of course tony pep listen anyway decide go tn sandywho thestormscoming bol ran outside screaming we re ready sandy den da cops came out,,social,1
12528,14875,ready hurricanesandy safe everyone newyork nyc queens hurricane instamo fresh meadows ny http t co pboboyh,,social,1
12529,14877,thank you hurricane sandy giving time write family friends tomorrow handwrittenletters spcampuspreps socialprimerdam iiwiish iinew drive soo freakin bored dam sandy hurricane got niqqahs lock dwn unless ya got riide lol,,social,1
12530,14878,standing strong waiting sandy vodka tonic lounge http t co uhm vm u,,social,1
12531,14881,bitch way sandy,,social,1
12532,14882,yaboybillnye ight y all ima teach bout bitch ass hurricane sandy comin thru http t co xobinlvl sp,,social,1
12533,14884,waiting cmonson hurricanesandy frankenstorm apocalypse hurricane sandy w iratherwalk kellyreeves http t co sj ron loving vacation time even though hurricane sandy coming whateveri m tired cable can t watch anything sandy scariness,,social,1
12534,14886,rt ittstormtips women hurricane exception ask husband permission leaving house mittstormtips sandy craziestbabeeva nt bad geared anticipated hurricane shi u dis bitch like i m dying hurricane sandy tweets i m like dyin real life hoe funny all still gunna get taco hurricane tuesday fuckit passalready imbored wannagotothegym,,social,1
12535,14887,alert need twitter accounts sandy cams,,social,1
12536,14888,midterm deadline extended thank you sandy,,social,2
12537,14890,wyoming s like haha fuck guys sandysure storm survivors roosevelt island http t co jceiqvrdstorm chasing keyport nj fishing peir http t co pxztnk,,social,1
12538,14891,holy fuck look sandy http t co cujcijpthis way survive hurricane http t co w kgor osky new york night hurricane sandy puerto de acapulco http t co haowshgg,,social,1
12539,14892,come sandy ready you sensationnyc sensation sensationus sensation barclays center http t co hdzafapy,,social,1
12540,14893,favorite sandy potential victim quote i m battlin sandy rum says one part grapefruit juice splash cranberry grenadine,,social,1
12541,14894,hemermaidnyc thanks open tonight pre sandy oyster happy hour half delicious http t co tpig el,,social,1
12542,14895,know anything hurricanes weather category one keep using words like historic deadly idk,,social,2
12543,14896,starting sandy hurricane http t co jnsw ozl afrankenstorm why hurricanes named women arrive wet wild leave house car an official ny resident least hours chefwurster stranded nyc sandyever since rumor storm hitting everyone s suddenly grown vagina manuppussies,,social,1
12544,14897,school canceled couse hurican sandy calm storm cliffsidepark newjersey nyc newyorkcity manhattan cityscap cliffside park nj http t co t shfincome sandy i m home evacuate worst lets see ya got,,social,1
12545,14898,shiddd tweets bout twerking us east coast ain t seen ass yet fuckyousandy,,social,1
12546,14899,tr bs tonights episode homosexuals abuse women sandy storm,,social,1
12547,14900,nobody blows harder sandyhalloween frankenstorm apocalypse hurricane sandy w others http t co dee pj,,social,1
12548,14903,wfsb mobile newsroom state power co trucks head ct highways sandyct,,social,1
12549,14904,damn sandy drinking black chocolate stout brooklynbrewery jay s bier haus http t co rkt mqcj photo,,social,1
12550,14905,sandyshurricane move mah body like cycloneeeeeee angmancuso hahahahahalaurengel got potatoes gourmet frozen pizza hurricanepreparedne khim s millennium market http t co u mn mp,,social,1
12551,14906,looking window silent either gonna hardcore storm,,social,2
12552,14909,halloween frankenstorm apocalypse hurricane sandy w others http t co jg gpwo,,social,1
12553,14910,survive hurricanes one year nigga i m g,,social,2
12554,14911,morning amp still raining storm bullshit where fuck sandywith free days coming barely think yeahright lol i m going relaxmyassoff hahahaha ny sandy philleeezy come keep company hurricane rt shooting sarr df hurricane gone start shit i ve waiting day,,social,1
12555,14912,ikixann woke hot flash half hour ago i ve watching cash cab where s sandy ground dry,,social,1
12556,14913,windy outside rain yet sandynyc residents brace sandy s arrival http t co nul fbqs universityheights washington washingtondc,,social,1
12557,14914,working hurricane get latest news cbs broadcast center http t co dnl xubv,,social,1
12558,14915,going store taking walk need air fuck dis hurricane aint even yet yu late hurricane like ummm niqqas waiting,,social,1
12559,14916,hurricane wackk hey ii got new hair color lmao http t co pjwpfgb ready sandy emmons avenue http t co cevbzkarmoving slow hitting till tonight wee frankenstorm apocalypse hurricane sandy w others http t co nofsod,,social,1
12560,14917,sheeeee s heeeeere hurricane sandy battery park city zone a pic http t co veupw p ohmysimpleplan neither i i m nervous hurricane that s gonna slam entire area tonight,,social,1
12561,14918,so i bought ds i ve got fay sandy know i ll today sandy new jersey e dogru yoneldi,,social,2
12562,14920,sandy trynna swipe away tristate,,social,3
12563,14921,sandy side side last year s hurricane irene comparison http t co dei v u hurricanesandy sandy,,social,1
12564,14922,frankly i m new york right i m watching weather channel hurricane sandy bit shiti really want morning venti soy chai starbucks closed sandyisabitch sandyweallhateyou,,social,1
12565,14923,view apartment towards centralpark normally buzzing today wet dead sandy http t co t ijzdrdigging storm hurricane sandy brooklyn ny w others http t co mlsu qithing getting nasty nyc sandy http t co uaqch yc,,social,1
12566,14924,contemplating hitting beach surf swells sandy stormsurge soundsgood,,social,1
12567,14925,rain yet plenty wind ready we ll ever be sandy frankenstorm police entries downtown highlands blocked off ugh leaving apartment go unknown better allow us back here im freaking fuck out go away sandy marashomemade that s hell storm surge seeing much city yet stay safe piersmorgan wondering many babies new york called sandy months time makethemostofit danbowens love midst hurricane hair looks dry lol,,social,1
12568,14926,prepping storm hiding joes apartment making penne ala vodka parm chicken incase power goes out hide kids hide wife frankenstorm apocalypse hurricane sandy w others http t co tc qgc lsandy interrupting sleep,,social,1
12569,14927,elaconcha open am today stay open till time starts become unsafe sandy cigars,,social,1
12570,14928,ralphlauren black sweater dress plum tights sandy storm choice today sandy danali roasters ready you,,social,1
12571,14929,where s sandy mercedes house http t co cfc wbyugood joke sandy knew come through,,social,2
12572,14931,worst thing sandy bitch suspense hell getting here,,social,1
12573,14932,know serious storm there s handful places open seamless sandy,,social,2
12574,14933,wait time storm supposed worst,,social,2
12575,14934,pray hurricane,,social,2
12576,14935,how s going neighborhoods take photo can frankenstorm apocalypse hurricane sandy pic http t co gjdofpzn,,social,1
12577,14937,cnn expect hurricane sandy hits http t co ngqt cn doggoneblog,,social,1
12578,14938,uh oh goes neighborhood pic rt newyorkist battery park esplanade water deep sandy http t co sn swre,,social,1
12579,14939,winds picking sandy turned toward jersey going jersey shore one pissed woman,,social,2
12580,14940,hotel provide us rain equipment also gave us bigger room sandy http t co bqpca pk hightide coming sandy frankenstorm bellisland east beach bell island http t co ud tcllm,,social,1
12581,14941,school today tomorrow thanks sandy lol,,social,1
12582,14942,hunkered hurricane sandy windchimes clanging got food water kittehs batteries amp chocolate http t co zfcnmwelon storm watch lounge mandarin oriental http t co po p et waffles bacon love happy hurricane sandy central park west http t co p ppbh k,,social,1
12583,14943,ready hurricanesandy lors s place http t co aqtxpuzm,,social,2
12584,14944,rt heatlantic eerie floor new york stock exchange looks like today http t co f lqaxwk sandypeople saying storm stupid yeah wait till actually starts sandy highline rail yards http t co qxpvw o harryhairston watching right now good work storm coverage stay safe hold sandyyyyy eastern lines surf shop http t co sthqh qa christiansmythe course gym still open new yorkers can t miss workout day and guess means need go too sandy,,social,1
12585,14945,east river park flooding inches water sandy http t co mm ljcm,,social,1
12586,14947,people may happy see walmart boarded up reason sandy walmart http t co oz k o,,social,2
12587,14948,thinking island vacation not tropical winds area turned island visualizationgonewrong sandyisaskank,,social,1
12588,14949,perfect app perfect storm love old music nostalgic hutchinson river greenway http t co q kfgcgupreparing sandy http t co zfzbnjj almost can t see ground zero hurricanesandy sheraton lincoln harbor hotel http t co a zi wj,,social,1
12589,14950,mom i even go burgger king nice let alone hurricane preachthis hurricane weak realtalkughhh loose power going bad self tanning options going flashlighted bathroom hurricanesandy,,social,1
12590,14952,hurricane fraud full effect ladies gentlewormsi hope sandy dnt fuck school basketball court sandy pussy think irenes got beat,,social,1
12591,14953,wind mph nne barometer mb gust temp amp deg f rain in humidity hurricane cam http t co sq ekenu,,social,1
12592,14955,good thing friends concerned sandy llhendley karlaneftali http t co xzpqsqt,,social,1
12593,14956,wind mph nne barometer mb gust temp amp deg f rain in humidity hurricane cam http t co sq ekenuwind mph nne barometer mb gust temp amp deg f rain in humidity hurricane cam http t co sq ekenu,,social,1
12594,14957,lynch line tree crews staged sites similar one six flags frankenstormgood morning sandy my grandparents love going days storms,,social,1
12595,14958,crowds gather along west st watch hudson swells laps breakwater hurricanesandy sandy nyc http t co d wdwa f,,social,1
12596,14959,subway stations closed today sandy times square http t co xpahsv k,,social,1
12597,14961,sandy better calm ass down evacuation zone ass hurricanesandy waterfront promenade http t co ymuw dpspraying dad safe return rescue team sandy,,social,1
12598,14963,listen music comfy bed owlcity musicchoice reaxing noschool hurricanesandyno school tomorrow either hopefully hurricane mess halloween then i ll sad loll,,social,1
12599,14965,attvuono sandy hook gonna float away hahaha,,social,2
12600,14966,worry america shall protect sandy phone zordon times square http t co vgik kuntropical storm sandy my god over aus diameter lamegeekjim,,social,1
12601,14967,sandy ruins trick treating ill pissed srslytho,,social,2
12602,14968,parking lot rather nofilter sandy norwal east norwalk boating yacht club http t co ulydn lo,,social,1
12603,14969,mduross lucyintheusa kaybellor hubby making pork fried rice gas stove usual hurricane fare unless chinese people nothing better come hurricane get stupid phones fixed,,social,1
12604,14970,mom going make eat italian feast within hours power going out fasting then perksoflivingathome andiamo sandy,,social,1
12605,14971,marvin beach neighborhood east norwalk am sandy norwalk http t co yntizr p,,social,1
12606,14972,gym packed building tuned watching sandy coming people actually died hurricane sandy hurricane yet pass new jersey ohemgee italiaanstalion would get home hours hurricane really hits haha,,social,1
12607,14976,i m going worried internet goes down sandybe careful super monster storm tv x djmotwister everybody must stay home afraid sandy,,social,1
12608,14977,wait sandy even cause looks boring outside cocoa checks sanity hurricane sandy hurricanesandy cocoa chantaladair f us post office http t co qxnaynx,,social,1
12609,14978,waiting hurricanesandy arrive slumber party co workers next day entertaining,,social,1
12610,14979,ominous view nyc skyline nyt building start hurricanesandy sa new york times building http t co aarqlt w,,social,1
12611,14980,sandyuntappd drinking oatmeal stout brown s brewing company casa de beer nerd http t co gpjxgsn photoit s dark stormy frankenstorm apocalypse hurricane sandy w whitneyebryan gregwong http t co fbtfqlqj,,social,1
12612,14981,hurricane coming gym closed no problem getting creative home gym today,,social,1
12613,14982,storm needs come already damn,,social,3
12614,14983,frankenstorm day tmnt footie jammies day day haus der megs http t co uzlkwcyy,,social,1
12615,14984,update friend fire island low tide cherry grove steps house sandy http t co tk g vyk,,social,1
12616,14985,yesss id class right thanks sandyabout go storm w mommmy lol lt http t co qaysczzf,,social,1
12617,14986,people braving early stages storm hurricanesandy timessquare w new york times square http t co mbz jj don t worry mom dad i m cocooned little world sandy london terrace gardens http t co d ocrnjp,,social,1
12618,14987,tree fall da fukkk sandy http t co qjodifmf,,social,1
12619,14989,make things new amp follow forward sandy temporary promises forever see past storm forwardonfaith body ody pradey phone moving slow sandy wan u came use tha cell,,social,1
12620,14990,hurricane party bailey hurricane party mlizblack http t co ontztcpztaking zone like boss homemade meatballs stack milkyways sandy,,social,1
12621,14992,throne streetstormwatch the hood http t co scyxxw y,,social,1
12622,14993,i m overwhelmed movie options disposal hurricaneproblems,,social,2
12623,14994,ioletgjok haha least home gym going varsity weight room legday sandy ain t strong enough blow over hahai m tired sandy come already,,social,1
12624,14995,stuck home sandyfuck sandy im going trick treating wednesday brooklynbugle la bagel delight court st open fully stocked friendly speedy service hot soup today sandy,,social,1
12625,14997,even drive wind blew car forward me frankenstorm apocalypse hurricane sandy http t co ctbmw dt,,social,1
12626,14998,want go beach lol xd sandy njmeanwhile waiting sandy http t co nnqvmory,,social,1
12627,14999,http t co ms at b i m stranded bk i m bored think ima go see sandy http t co mwigpzlg,,social,2
12628,15000,two o clock already power dad needs hurry home generator screwyousandy kdfrantz nyc senior centers remain closed today tomorrow sandy according department aging,,social,1
12629,15001,ach bakunas fuk hurricane i m gunna dieeee,,social,2
12630,15002,ayskeezy realtomlinson hurricane eli fourth quarter minuet thirty left clock,,social,1
12631,15003,lets try fight hurricane cause diesandy coming forest hills hardware http t co fejzohtj,,social,1
12632,15005,lady yelling you can t kill sandy god protect me back house sandy moving faster historic storm may reshape coastlines http t co bkvqm ij,,social,1
12633,15006,storm going joke probably nj hurricanesandy waterporn cloudporn frankenstorm sewaren waterfront http t co on pirq,,social,1
12634,15009,nyc hurricane update constant sound car alarms episodes mad men left watch hurricane brunch kitchen http t co sup ix j mimozal wahh wind insane hurricanes even yet fuck lives,,social,1
12635,15010,drinking everytime hear hurricane sandy east haven new haven radio alone winds picking hoboken mindyrickert moved honda higher ground ate cookies sandy,,social,1
12636,15011,fighting wind ventured coffee halloween storm haiku http t co dqbpxw f,,social,1
12637,15013,romneystormtips keep gov christie water keep storm surge down fighting storm one brave birdy mi casa http t co ysxogi f,,social,1
12638,15014,sandy update rain wind increasing slightly lights flickered upper east side maintaining normalcy now,,social,1
12639,15016,good view storm at marriott marquis hotel pic http t co ldqcui asandy going stop keep moving,,social,1
12640,15017,ready sandy stormofthecentury survivalkit cacapoopoopeepee shire http t co qoekeuo stormsandy jackson s full dope heads probably even realize there s storm hahhahahaahhah blow bitch blow hurricane sandy is manhattan wards islands across east river view astoria queens http t co wlei emfirst tree casualty neighborhood sandy new haven http t co akvpjz t antocurcio power already r u kidding house power irene snow storm wtf nopower fucksandy nooo msdtermined lower east side zone besides fam fl witness real hurricanes even tropical storm,,social,1
12641,15018,sandy officially here hurricanesandy hurricane sandy newjersey,,social,2
12642,15019,llapalooza same went fried chicken coffee one gets us sandy,,social,2
12643,15021,frankenstorm power entire neighborhood they re bored house everyone went sleepjust lost power fuckyousandy,,social,1
12644,15022,gotten mcdonalds something hurricane shit idc im still mischief night tomorrow soo fuck sandy,,social,1
12645,15023,answering question city birds hurricane sandy upper east side http t co hpmxipug rt pimpdaddyk seaside flood jerseyshore sandy hurricane http t co hnjvzhf omg,,social,1
12646,15025,safe nyc sandy seems like one tough lady,,social,2
12647,15026,tb times nasa shows sandy barreling toward northeast creating so called frankenstorm http t co l ktccj http t co dmglqfbx,,social,1
12648,15028,rshoverride tweet deck chrome know there s hurricane tell get shit together,,social,1
12649,15030,cutting power around got use internet electricity best way sandy http t co nmsujlzn realsandycane shades fucking east coast foxonx nyc meets sandy nyc http t co t qeptswilliamsburg safety tips watch shower forgotten beer bottles last rooftop party falling sky hurricanesandyriding storm like queen w new york union square http t co sktxodoq verucajames ashliorion riding hurricanesandy amp bored news coverage watch http t co eoqrclpuit s somewhere hurricanesandy carmelaaa p etr a,,social,1
12650,15031,kong match puck s hurricane induced stress chewing apparently http t co eyv ucbg,,social,1
12651,15034,sleep hurricane,,social,1
12652,15035,family prepared storm hurricannesandy loud i m tryin watch tv plz stop okaytaking nap sandy gon keep us alll night,,social,1
12653,15037,hurricane survival food hurricanesandy gramercy ny http t co kjcxbmey,,social,1
12654,15038,nyscanner manhattan fdny one world trade center crane top freedom tower broken ny sandy ny headlines,,social,1
12655,15040,lost power short hills nj pm monday sandy,,social,2
12656,15041,know they re sean john sweatpants hurricane city one chinese restaurant http t co avjostit,,social,1
12657,15042,proper survival kit hurricane sandy nyc http t co bubnyglg,,social,1
12658,15043,tree snapped street kinda looks like dude chained bike it sandy il bastardo http t co fg hdbo,,social,1
12659,15044,greenpoint hurricane fomo greenpoint waterfront http t co nhgx gg,,social,1
12660,15045,hurricanes amp feelings gaybarbiesworld bianca newsomyo haus minajington http t co mgkgs bestill can t believe i m home storm probably coolest thing ever want wildwood underwater njyes hurricane sandy fact making waves water toilet i m mad used snowdays bullshit storm,,social,1
12661,15046,crane hanging precariously beside skyscraper new york city hurricane sandy approaches picture http t co ff dvzo,,social,1
12662,15047,northhh bergen lik perfectly fine fuck sandy comeatme yuapussy sandy,,social,2
12663,15048,hurricane sandy shows mercy http t co bebvkqtrtoday s outfit sweats sandy,,social,1
12664,15049,lost power entire seconds sandy bringithurricanes gay,,social,2
12665,15050,keys party house frankenstorm walk shame party http t co coyzegwy,,social,1
12666,15051,wind moving house lol chill sandy safe midtown hurricane team seltzer gossip mags everyone sandy uws homeoffice laceelazoff keltiemorrison,,social,1
12667,15053,set butter croissants country crock nutella granola bars hot chocolate hits spot hurricanesandy,,social,1
12668,15054,andrewphelps sandy pretty furious atlantic city must lost bet something http t co d my m bet jets woody allen s annie playing new yorker hand frankenstorm day offlights flickering,,social,1
12669,15055,seriously cannot handle house longer fuckyousandy hurrrcanesandythere goes power open wine sandy,,social,2
12670,15056,tweet hurricane u know spell hurricane lmaoduring storm cornerdeli closed rayandmikesdeli open reasonsrayistheman,,social,1
12671,15057,sandy hit lot railings broke lot shit sandy crazyyy east river ferry terminal north th street north williamsburg landing http t co enbxilfqfeds case sandy sandyputinwerrkk http t co za phxb,,social,1
12672,15058,happy hurricane ladies gentlemen sandy winetime walicky house http t co ggxty e its sandy sweet sixteen birthdayweatherprobs hurricane powergoinginandout pm oct th brooklyn ny sandy station cafe http t co awdioi l,,social,1
12673,15059,two idiots hurricane walk bar dive bar w aeacey jocelynb pic http t co lhpalaj irene vs sandy gtfi http t co e diwfep,,social,1
12674,15060,waitin dis bitch sandy come,,social,2
12675,15061,antoon yes lots hurricanes they re cool,,social,3
12676,15062,teffesposito storm sucks right taking kick house sandy sandy sandy i ve packed belongings left rattley windowed room go somewhere warmer met boys going get tattoo sandy sandy whorethis,,social,1
12677,15063,bed day hurricanesandy,,social,1
12678,15064,blow me frankenstorm apocalypse hurricane sandy w others http t co bcak ygd,,social,1
12679,15065,hurricanesandy whips hudson river frying pan http t co vgd pux it s unreal every channel storm watch tops gay pride madrid golf costa del sol easily noholidayluck whocaresafter hurricane irene dad redo basement flooding hope happen time dont worry mom essentials hurricane lol justkiddingmo tompkins amp lafayette http t co rdxsfpsy,,social,1
12680,15068,rockin civ pro candlelight come me sandy http t co la htke bbcbreaking getting real something bad coming way winds incredibly strong high tide hrs away sandy,,social,2
